kabupaten,tahun,luas_panen_ha,produktivitas_ku_ha,produktivitas_ton_ha,produksi_ton,suhu_mean,suhu_max_mean,suhu_min_mean,n_hari_panas,n_hari_dingin,hujan_total,hujan_mean_harian,n_hari_hujan,n_hari_kering,n_hari_ekstrim,hujan_max_harian,n_run2_hujan_ekstrim,n_run3_hujan_ekstrim,maks_run_hujan_ekstrim,n_run3_kering,n_run7_kering,maks_run_kering,et0_total,et0_mean,neraca_air,radiasi_mean,rh_max_mean,rh_min_mean,angin_max_mean,n_hari_angin_kencang,label_hist
Kota Surabaya,2024,1321.75,55.54,5.554,7340.42,28.128415300546447,31.892622950819675,24.531693989071037,3,1,1987.7000000000005,5.430874316939891,181,185,0,34.0,0,0,0,13,7,48,1745.6,4.769398907103825,242.1000000000004,20.81079234972677,91.99180327868852,57.4344262295082,16.463387978142077,0,1
Kota Batu,2024,503.25,72.72,7.272,3659.41,21.770765027322405,25.645355191256836,18.967486338797816,0,294,3251.7,8.884426229508197,256,110,12,83.8,3,0,2,20,10,63,1295.56,3.5397814207650278,1956.14,18.66426229508197,98.10382513661202,68.3224043715847,10.19344262295082,0,2
Pacitan,2025,26774.0,49.49,4.949,132516.0,26.144109589041093,29.374246575342468,23.87616438356164,0,0,2779.2,7.614246575342465,251,114,1,58.9,0,0,1,24,10,37,1359.55,3.724794520547945,1419.65,18.40583561643836,94.36986301369863,71.30410958904109,14.946575342465753,0,1
Ponorogo,2025,74200.0,58.8,5.88,436300.0,26.58849315068493,31.301917808219176,23.255342465753422,1,6,2131.8,5.84054794520548,202,163,0,42.1,0,0,0,19,9,35,1513.62,4.146904109589041,618.1800000000003,18.914684931506848,93.83013698630135,60.33150684931507,15.132328767123283,0,1
Trenggalek,2025,27943.0,56.55,5.654999999999999,158029.0,25.68520547945205,29.75835616438356,23.134794520547945,0,1,2683.2,7.351232876712328,264,101,3,139.3,0,0,1,29,8,36,1287.55,3.5275342465753425,1395.65,17.239013698630135,95.87945205479453,66.97260273972603,11.996164383561643,0,2
Tulungagung,2025,39342.0,61.15,6.115,240566.0,25.977534246575345,30.490684931506845,22.979178082191776,0,6,2354.0,6.449315068493151,256,109,1,120.9,0,0,1,25,9,44,1377.29,3.7733972602739727,976.71,18.213150684931502,97.55616438356164,63.96986301369863,12.215342465753425,0,1
Blitar,2025,35796.0,64.65,6.465000000000001,231437.0,25.124931506849315,29.609041095890408,22.21123287671233,0,11,2828.3,7.748767123287672,273,92,1,69.8,0,0,1,26,10,48,1358.21,3.721123287671233,1470.09,18.261397260273974,96.61369863013698,64.81917808219178,14.103013698630138,0,2
Kediri,2025,34198.0,57.99,5.799,198324.0,25.89506849315069,29.88657534246575,23.443013698630136,0,0,4216.0,11.550684931506847,253,112,14,97.6,2,0,2,25,8,40,1426.41,3.9079726027397257,2789.59,18.627068493150688,93.986301369863,66.24657534246575,14.181369863013702,0,1
Malang,2025,38178.0,64.53,6.453,246370.0,23.86191780821918,28.7641095890411,20.806849315068494,0,57,2798.2,7.666301369863013,255,110,0,44.9,0,0,0,21,11,47,1343.7,3.681369863013699,1454.4999999999998,18.562027397260277,98.25205479452056,63.32054794520548,13.90082191780822,0,2
Lumajang,2025,50052.0,55.92,5.5920000000000005,279902.0,25.495342465753424,30.200821917808216,22.47013698630137,0,5,2639.9,7.232602739726028,296,69,1,61.1,0,0,1,23,14,50,1354.87,3.7119726027397255,1285.0300000000002,18.282630136986302,96.73972602739724,66.04383561643836,11.277260273972605,0,2
Jember,2025,135436.0,50.17,5.017,679514.0,26.30301369863013,30.944657534246577,23.12438356164384,0,5,2000.0,5.47945205479452,222,143,1,52.2,0,0,1,19,7,34,1411.87,3.8681369863013697,588.1300000000001,18.57613698630137,95.2958904109589,61.67671232876712,10.734246575342464,0,1
Banyuwangi,2025,75650.0,59.97,5.997,453636.0,26.47068493150685,29.952876712328766,23.80958904109589,0,0,1474.9,4.04082191780822,247,118,0,43.4,0,0,0,31,8,30,1479.2,4.052602739726027,-4.2999999999999545,19.29183561643836,91.93150684931508,64.4,14.942465753424658,0,1
Bondowoso,2025,56112.0,49.69,4.968999999999999,278822.0,25.174520547945207,29.95123287671233,21.869589041095885,0,19,1271.4,3.483287671232877,181,184,0,42.1,0,0,0,21,6,26,1487.33,4.074876712328767,-215.92999999999984,19.481369863013697,94.2054794520548,58.83287671232877,13.555890410958902,0,1
Situbondo,2025,37251.0,53.47,5.347,199165.0,26.25589041095891,30.43753424657534,22.993972602739728,0,2,2606.3,7.140547945205479,246,119,3,72.6,0,0,1,21,11,26,1564.31,4.285780821917808,1041.9899999999998,20.65684931506849,92.46027397260274,61.76164383561644,13.026301369863017,0,1
Probolinggo,2025,36946.0,53.08,5.308,196116.0,27.34739726027397,31.654246575342466,24.29808219178082,0,0,1891.7,5.182739726027397,212,153,0,44.6,0,0,0,24,13,15,1665.12,4.561972602739726,226.58000000000013,20.17213698630137,90.5013698630137,57.654794520547945,15.111780821917812,0,1
Pasuruan,2025,50784.0,54.01,5.401,274285.0,28.007397260273976,32.53616438356163,24.36082191780822,5,0,1676.4,4.592876712328767,185,180,0,39.1,0,0,0,18,11,21,1681.55,4.606986301369863,-5.149999999999864,20.89630136986301,90.6027397260274,54.44657534246576,13.787397260273972,0,1
Sidoarjo,2025,29004.0,60.57,6.057,175677.0,27.2558904109589,31.39287671232877,24.095068493150688,5,0,2477.5,6.787671232876712,210,155,1,67.2,0,0,1,17,10,28,1590.41,4.357287671232877,887.0900000000001,20.524821917808215,94.47397260273972,58.95616438356164,12.015068493150684,0,0
Mojokerto,2025,51751.0,60.37,6.037,312409.0,26.5509589041096,31.223835616438357,23.3227397260274,6,1,2227.5,6.102739726027397,215,150,2,58.6,0,0,1,16,10,36,1502.19,4.11558904109589,725.31,19.67638356164384,93.56986301369864,61.38904109589041,12.133698630136989,0,1
Jombang,2025,71349.0,61.9,6.19,441642.0,26.42876712328767,31.329863013698635,23.172602739726027,0,3,3086.5,8.456164383561644,242,123,0,47.9,0,0,0,14,7,41,1510.13,4.137342465753425,1576.37,19.57912328767123,95.91780821917808,61.8054794520548,13.964657534246577,0,2
Nganjuk,2025,76989.0,56.53,5.6530000000000005,435224.0,26.802191780821914,31.58082191780822,23.408493150684933,21,3,1964.1,5.381095890410959,198,167,0,39.6,0,0,0,14,9,31,1544.94,4.232712328767123,419.1599999999999,19.238657534246578,93.22739726027396,58.50684931506849,14.356986301369863,0,0
Madiun,2025,82826.0,57.98,5.798,480264.0,26.80767123287671,31.698630136986303,23.49917808219178,20,0,2199.7,6.026575342465753,212,153,1,50.5,0,0,1,20,8,36,1532.89,4.199698630136987,666.8099999999997,18.98180821917808,93.8958904109589,58.26027397260274,14.441095890410958,0,0
Magetan,2025,50411.0,61.14,6.114,308221.0,25.101369863013694,28.863835616438354,22.76164383561644,0,0,4791.9,13.12849315068493,235,130,24,89.6,6,0,2,18,10,35,1492.44,4.088876712328768,3299.46,19.03287671232877,90.83013698630135,64.65753424657534,14.594520547945203,0,0
Ngawi,2025,129013.0,59.88,5.988,772571.0,26.50520547945206,31.26739726027397,23.29534246575342,9,0,2870.4999999999995,7.864383561643835,232,133,2,67.2,0,0,1,20,9,35,1537.0100000000002,4.210986301369863,1333.489999999999,19.34205479452055,94.2958904109589,60.81917808219178,14.61123287671233,0,0
Bojonegoro,2025,160748.0,54.72,5.472,879685.0,26.450410958904108,30.98465753424657,23.40054794520548,0,0,2782.3,7.622739726027397,243,122,0,39.6,0,0,0,20,11,28,1465.7600000000002,4.015780821917809,1316.54,19.27183561643836,95.04109589041096,63.95616438356164,13.334246575342464,0,2
Tuban,2025,96992.0,59.59,5.9590000000000005,577964.0,26.690958904109596,30.618356164383563,23.825479452054797,0,0,2548.9,6.983287671232877,272,93,0,40.8,0,0,0,27,12,28,1519.27,4.162383561643836,1029.63,19.85030136986301,93.76438356164384,64.02739726027397,14.33808219178082,0,1
Lamongan,2025,152564.0,57.68,5.768,879994.0,27.02054794520548,31.843561643835617,23.67835616438356,11,2,3033.4,8.310684931506849,244,121,0,41.3,0,0,0,19,12,39,1486.13,4.071589041095891,1547.27,19.14435616438356,95.62739726027397,60.12876712328767,12.712054794520547,0,1
Gresik,2025,62003.0,60.58,6.058,375591.0,27.543287671232875,32.12109589041096,24.22876712328767,13,0,2037.7,5.5827397260273965,223,142,0,40.3,0,0,0,19,11,28,1565.28,4.288438356164384,472.4199999999999,19.529890410958902,93.8054794520548,55.40547945205479,13.710684931506847,0,0
Bangkalan,2025,46903.0,47.71,4.771,223789.0,26.667123287671235,30.104657534246577,24.053424657534247,0,0,2470.7,6.769041095890411,261,104,0,44.4,0,0,0,30,13,23,1515.0500000000002,4.150821917808219,955.6499999999996,19.987534246575343,94.25479452054796,65.95342465753424,15.36164383561644,0,1
Sampang,2025,42337.0,44.86,4.486,189903.0,27.716164383561644,31.18082191780822,25.1572602739726,3,0,2414.7000000000003,6.615616438356165,208,157,0,49.0,0,0,0,22,9,30,1626.34,4.455726027397261,788.3600000000001,19.852109589041092,90.68493150684932,61.68767123287671,15.599178082191782,0,0
Pamekasan,2025,24130.0,54.44,5.444,131369.0,26.919452054794515,30.479178082191783,24.209041095890413,0,0,2375.3,6.507671232876713,216,149,0,41.4,0,0,0,18,8,33,1529.4699999999998,4.190328767123287,845.8300000000004,19.732602739726023,93.02191780821916,63.772602739726025,14.637808219178083,0,2
Sumenep,2025,35770.0,52.96,5.296,189423.0,26.938630136986298,30.656712328767124,24.0454794520548,1,0,2856.9000000000005,7.827123287671235,244,121,2,54.4,0,0,1,22,11,30,1583.77,4.339095890410959,1273.1300000000006,20.31594520547945,94.37534246575342,63.84931506849315,14.633424657534244,0,1
Kota Kediri,2025,628.0,59.02,5.902,3709.0,26.31835616438356,30.832876712328765,23.538630136986303,0,0,2084.5,5.710958904109589,229,136,1,55.3,0,0,1,26,8,37,1506.0100000000002,4.126054794520549,578.4899999999998,18.874602739726026,93.95890410958904,61.88219178082192,16.99041095890411,0,1
Kota Blitar,2025,837.0,72.5,7.25,6068.0,25.124931506849315,29.609041095890408,22.21123287671233,0,11,2828.3,7.748767123287672,273,92,1,69.8,0,0,1,26,10,48,1358.21,3.721123287671233,1470.09,18.261397260273974,96.61369863013698,64.81917808219178,14.103013698630138,0,2
Kota Malang,2025,1301.0,63.35,6.335,8243.0,23.98712328767123,28.62054794520548,21.173424657534248,0,29,3457.7,9.473150684931506,232,133,8,74.5,0,0,1,18,10,41,1348.33,3.694054794520548,2109.37,18.46558904109589,97.2054794520548,62.276712328767125,8.757534246575343,0,1
Kota Probolinggo,2025,1597.0,63.2,6.32,10092.0,27.34739726027397,31.654246575342466,24.29808219178082,0,0,1891.7,5.182739726027397,212,153,0,44.6,0,0,0,24,13,15,1665.12,4.561972602739726,226.58000000000013,20.17213698630137,90.5013698630137,57.654794520547945,15.111780821917812,0,2
Kota Pasuruan,2025,1355.0,55.12,5.512,7468.0,28.007397260273976,32.53616438356163,24.36082191780822,5,0,1676.4,4.592876712328767,185,180,0,39.1,0,0,0,18,11,21,1681.55,4.606986301369863,-5.149999999999864,20.89630136986301,90.6027397260274,54.44657534246576,13.787397260273972,0,1
Kota Mojokerto,2025,524.0,58.93,5.893,3086.0,27.32493150684932,32.21123287671234,23.982739726027397,17,0,2315.7,6.344383561643835,205,160,1,54.8,0,0,1,17,10,38,1565.13,4.288027397260274,750.5699999999997,19.89495890410959,94.30684931506848,57.86027397260274,13.323835616438355,0,1
Kota Madiun,2025,2084.0,57.06,5.706,11889.0,26.80767123287671,31.698630136986303,23.49917808219178,20,0,2199.7,6.026575342465753,212,153,1,50.5,0,0,1,20,8,36,1532.89,4.199698630136987,666.8099999999997,18.98180821917808,93.8958904109589,58.26027397260274,14.441095890410958,0,1
Kota Surabaya,2025,1054.0,57.64,5.764,6075.0,27.851506849315065,31.19671232876712,25.03150684931507,3,0,2220.4,6.083287671232876,221,144,0,48.7,0,0,0,18,9,42,1613.07,4.419369863013698,607.3299999999997,20.159561643835616,90.89315068493153,59.50958904109589,12.730684931506849,0,2
Kota Batu,2025,513.0,58.99,5.899,3025.0,21.58794520547945,25.893972602739723,18.913424657534247,0,346,3903.2,10.693698630136986,269,96,7,70.7,1,0,2,26,10,42,1264.53,3.464465753424657,2638.67,18.04232876712329,97.92054794520548,65.37808219178082,9.35068493150685,0,0
